card_id,card_name,class, mana, attack, health, durability, armor, text
84212,Shadow Suffusion,SHAMAN, 3, , , , , Give your minions "<b>Deathrattle:</b> Deal 3 damage to a random enemy."
69626,Feral Spirit,SHAMAN, 3, , , , , Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (1)
63374,Whetstone Hatchet,WARRIOR, 1, 1, , 4, , After your hero attacks, give a minion in your hand +1 Attack.
69588,Raging Felscreamer,DEMONHUNTER, 4, 4, 4, , , <b>Battlecry:</b> The next Demon you play costs (2) less.
66875,Drek'Thar,NEUTRAL, 4, 4, 4, , , <b>Battlecry</b>: If this costs more than every minion in your deck, summon one of those minions.
78416,Wild Spirits,HUNTER, 3, , , , , Summon two different <b>Dormant</b> Wildseeds. Make your Wildseeds awaken 1 turn sooner.
86619,Rotting Necromancer,PRIEST, 4, 5, 4, , , <b>Battlecry:</b> <b>Dredge.</b> If it's an Undead, deal 5 damage to the enemy hero.
81963,Soulstealer,DEATHKNIGHT, 8, 5, 5, , , <b>Battlecry:</b> Destroy all other minions. Gain 1 <b>Corpse</b> for each enemy destroyed.
72416,Schooling,SHAMAN, 1, , , , , Add three 1/1 Piranha Swarmers to your hand.
62874,Lightshower Elemental,PRIEST, 6, 6, 6, , , <b>Taunt</b> <b>Deathrattle:</b> Restore 8 Health to all friendly characters.
69546,Arcane Shot,HUNTER, 1, , , , , Deal 2 damage.
77557,Serrated Bone Spike,ROGUE, 2, , , , , Deal 3 damage to a minion. If it dies, your next card this turn costs (2) less.
63346,Devout Dungeoneer,PRIEST, 3, 2, 3, , , <b>Battlecry:</b> Draw a spell. If it's a Holy spell, reduce its Cost by (2).
65599,Mr. Smite,NEUTRAL, 7, 6, 5, , , Your Pirates have <b>Charge</b>.
76970,Carving Chisel,SHAMAN, 2, 1, , 3, , After your hero attacks, summon a random basic Totem.
69659,Dark Iron Dwarf,NEUTRAL, 4, 4, 4, , , <b>Battlecry:</b> Give a minion +2 Attack this turn.
79556,Defense Attorney Nathanos,HUNTER, 6, 5, 4, , , <b>Battlecry:</b> <b>Discover</b> a friendly <b>Deathrattle</b> minion that died this game. Trigger and gain its <b>Deathrattle</b>.
64433,Clumsy Courier,MAGE, 7, 4, 5, , , <b>Battlecry:</b> Cast the highest Cost spell from your hand.
70238,Frostwolf Warmaster,NEUTRAL, 4, 3, 3, , , Costs (1) less for each card you've played this turn.
75590,Command of Neptulon,SHAMAN, 5, , , , , Summon two 5/4 Elementals with <b>Rush</b>. <b>Overload:</b> (1)
69644,Cruel Taskmaster,WARRIOR, 2, 2, 3, , , <b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.
76287,Fandral Staghelm,DRUID, 4, 3, 5, , , Your <b>Choose One</b> cards and powers have both effects combined.
64710,Goldshire Gnoll,NEUTRAL, 10, 5, 4, , , <b>Rush</b> Costs (1) less for each other card in your hand.
77148,Double Cross,ROGUE, 2, , , , , <b>Secret:</b> When your opponent spends all their Mana, draw two cards.
74907,Ambassador Faelin,NEUTRAL, 4, 4, 5, , , <b>Battlecry:</b> Put 3 <b>Colossal</b> minions on the bottom of your deck.
64718,Mailbox Dancer,NEUTRAL, 2, 3, 2, , , <b>Battlecry:</b> Add a Coin to your hand. <b>Deathrattle:</b> Give your opponent one.
77554,Bloodlust,SHAMAN, 5, , , , , Give your minions +3 Attack this turn.
84736,Energy Shaper,MAGE, 3, 3, 4, , , <b>Battlecry:</b> Transform all spells in your hand into ones that cost (2) more. <i>(They keep their original Cost.)</i>
78268,Stonebound Gargon,HUNTER, 4, 3, 5, , , <b>Rush</b> <b>Infuse ( ):</b> Also damages the minions next to whomever this attacks.
79142,Shadowborn,WARLOCK, 3, 3, 3, , , <b>Deathrattle:</b> Reduce the Cost of the highest Cost Shadow spell in your hand by (3).
79581,Crooked Cook,NEUTRAL, 2, 1, 4, , , At the end of your turn, if you dealt 3 or more damage to the enemy hero, draw a card.
63117,Warsong Envoy,WARRIOR, 1, 1, 3, , , <b>Frenzy:</b> Gain +1 Attack for each damaged character.
62891,Efficient Octo-bot,ROGUE, 3, 1, 4, , , <b>Frenzy:</b> Reduce the Cost of cards in your hand by (1).
69669,SI:7 Infiltrator,NEUTRAL, 4, 5, 4, , , <b>Battlecry:</b> Destroy a random enemy <b>Secret</b>.
69654,Worgen Infiltrator,NEUTRAL, 1, 2, 1, , , <b>Stealth</b>
68246,Snowed In,WARRIOR, 3, , , , , Destroy a damaged minion. <b>Freeze</b> all other minions.
86136,Blightblood Berserker,SHAMAN, 8, 3, 8, , , <b>Taunt</b>, <b>Lifesteal</b>, <b>Reborn</b> <b>Deathrattle:</b> Deal 3 damage to a random enemy.
78334,Icy Touch,DEATHKNIGHT, 1, , , , , Deal 2 damage to an enemy and <b>Freeze</b> it.
84392,Shockspitter,HUNTER, 4, 3, 3, , , <b>Battlecry:</b> Deal damage. <i>(Improved by your hero attacks this game!)</i>
86693,Training Session,WARRIOR, 1, , , , , <b>Discover</b> a <b>Taunt</b> minion. If you play it this turn, repeat this.
64546,Highlord Fordragon,PALADIN, 6, 5, 5, , , <b>Divine Shield</b> After a friendly minion loses <b>Divine Shield</b>, give a minion in your hand +5/+5.
69605,Deadly Shot,HUNTER, 3, , , , , Destroy a random enemy minion.
69668,Dire Wolf Alpha,NEUTRAL, 2, 2, 2, , , Adjacent minions have +1 Attack.
86533,Pyromaniac,MAGE, 3, 3, 4, , , Whenever your Hero Power kills a minion, draw a card.
73431,Shimmering Sunfish,PALADIN, 3, 2, 5, , , <b>Battlecry:</b> If you're holding a Holy Spell, gain <b>Taunt</b> and <b>Divine Shield</b>.
65700,Cookie the Cook,SHAMAN, 3, 2, 3, , , <b>Lifesteal</b> <b>Deathrattle:</b> Equip a 2/3 Stirring Rod with <b>Lifesteal</b>.
63517,Scabbs Cutterbutter,ROGUE, 4, 3, 3, , , <b>Combo:</b> The next two cards you play this turn cost (3) less.
86109,Ghoulish Alchemist,ROGUE, 2, 3, 2, , , <b>Battlecry</b>: Your next Concoction costs (0).
85049,Beetlemancy,DRUID, 5, , , , , <b>Choose One</b> - Gain 12 Armor; or Summon two 3/3 Beetles with <b>Taunt</b>.
76985,Baroness Vashj,SHAMAN, 4, 3, 6, , , If this would transform into a minion, summon that minion instead.
86440,Whirlweaver,MAGE, 3, 4, 3, , , <b>Battlecry:</b> If you've cast a spell last turn, <b>Discover</b> an Elemental.
64416,Elekk Mount,PRIEST, 7, , , , , Give a minion +4/+7 and <b>Taunt</b>. When it dies, summon an Elekk.
76311,Sir Finley Mrrgglton,NEUTRAL, 1, 1, 3, , , <b><b>Battlecry:</b> Discover</b> a new basic Hero Power.
64707,Deeprun Engineer,NEUTRAL, 2, 1, 2, , , <b>Battlecry:</b> <b>Discover</b> a Mech. It costs (1) less.
71919,Glaiveshark,DEMONHUNTER, 4, 4, 3, , , <b>Battlecry:</b> If your hero attacked this turn, deal 2 damage to all enemies.
86186,Harkener of Dread,SHAMAN, 5, 2, 2, , , <b>Taunt</b> <b>Deathrattle:</b> Summon a 6/6 Undead with <b>Taunt</b>.
79771,Mawsworn Bailiff,WARRIOR, 5, 4, 4, , , <b><b>Taunt</b>.</b> <b>Battlecry:</b> If you have 4 or more Armor, gain +4/+4.
76250,Radar Detector,PALADIN, 2, , , , , Scan the bottom 5 cards of your deck. Draw any Mechs found this way, then shuffle your deck.
78314,Soulbreaker,DEATHKNIGHT, 3, 3, , 2, , After your hero attacks and kills a minion, gain 2 <b>Corpses</b>.
69613,Tirion Fordring,PALADIN, 8, 6, 6, , , <b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3 Ashbringer.
65702,Golakka Glutton,NEUTRAL, 3, 2, 3, , , <b>Battlecry:</b> Destroy a Beast and gain +1/+1.
63381,Barrens Trapper,NEUTRAL, 3, 2, 4, , , Your <b>Deathrattle</b> cards cost (1) less.
69649,Abusive Sergeant,NEUTRAL, 1, 1, 1, , , <b>Battlecry:</b> Give a minion +2 Attack this turn.
63690,Soldier's Caravan,PALADIN, 2, 1, 3, , , At the start of your turn, summon two 1/1 Silver Hand Recruits.
78420,Stag Charge,HUNTER, 3, , , , , Deal 3 damage. Summon a random <b>Dormant</b> Wildseed.
77209,Azsharan Scroll,SHAMAN, 1, , , , , <b>Discover</b> a Fire, Frost or Nature spell. Put a 'Sunken Scroll' on the bottom of your deck.
67239,Vanndar Stormpike,NEUTRAL, 4, 4, 4, , , <b>Battlecry</b>: If this costs less than every minion in your deck, reduce their Cost by (3).
79745,Theft Accusation,PRIEST, 1, , , , , Choose a minion. Destroy it after you play a card copied from the opponent.
86502,Frostfin Chomper,SHAMAN, 3, 2, 3, , , <b>Battlecry:</b> If you played an Elemental last turn, summon three 1/1 Murlocs.
69741,Shieldmaiden,WARRIOR, 5, 5, 5, , , <b>Battlecry:</b> Gain 5 Armor.
77056,Mischievous Imp,WARLOCK, 4, 3, 3, , , <b>Battlecry:</b> Summon a copy of this. <b>Infuse ( ):</b> Summon two copies instead.
79934,Kael'thas Sinstrider,NEUTRAL, 8, 4, 7, , , Every third minion you play each turn costs (0).
69504,Coordinated Strike,DEMONHUNTER, 3, , , , , Summon three 1/1 Illidari with <b>Rush</b>.
73713,Hedra the Heretic,DRUID, 7, 4, 5, , , <b>Battlecry:</b> For each spell you've cast while holding this, summon a minion of that spell's Cost.
65705,"Goliath, Sneed's Masterpiece",NEUTRAL, 8, 8, 8, , , <b>Battlecry:</b> Fire five rockets at enemy minions that deal 2 damage each. <i>(You pick the targets!)</i>
64960,Rodent Nest,HUNTER, 4, 2, 2, , , <b>Deathrattle:</b> Summon five 1/1 Rats.
70107,Full-Blown Evil,WARLOCK, 3, , , , , Deal 5 damage randomly split among all enemy minions. Repeatable this turn.
71253,Ring of Courage,PALADIN, 2, , , , , <b>Tradeable</b> Give a minion +1/+1. Repeat for each enemy minion.
70396,Snowfall Graveyard,ROGUE, 3, , , , , Your <b>Deathrattles</b> trigger twice. Lasts 3 turns.
70263,Protect the Innocent,PALADIN, 5, , , , , Summon a 5/5 Defender with <b>Taunt</b>. If your hero was healed this turn, summon another.
78394,"Kel'Thuzad, the Inevitable",MAGE, 8, 6, 8, , , <b>Battlecry:</b> Resurrect your Volatile Skeletons. Any that can't fit on the battlefield instantly explode! <i>( )</i>
79782,The Jailer,NEUTRAL, 10, 10, 10, , , <b>Battlecry:</b> Destroy your deck. For the rest of the game, your minions are <b>Immune</b>.
69712,Sunreaver Spy,NEUTRAL, 2, 2, 3, , , <b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1.
64717,Enthusiastic Banker,NEUTRAL, 3, 2, 3, , , At the end of your turn, store a card from your deck. <b>Deathrattle:</b> Add the stored cards to your hand.
72113,Azsharan Trident,WARRIOR, 3, 3, , 2, , <b>Deathrattle:</b> Put a 'Sunken Trident' on the bottom of your deck.
72318, Abyssal Wave, WARLOCK, 6, , , , , Deal 4 damage to all minions. Give your opponent an Abyssal Curse.
64467,Kor'vas Bloodthorn,DEMONHUNTER, 2, 2, 2, , , <b>Charge</b>, <b>Lifesteal</b> After you play a card with <b>Outcast</b>, return this to your hand.
74890,Filletfighter,ROGUE, 1, 3, 1, , , <b>Battlecry:</b> Deal 1 damage.
70257,"Ivus, the Forest Lord",NEUTRAL, 1, 1, 1, , , <b>Battlecry:</b> Spend the rest of your Mana and gain +2/+2, <b>Rush</b>, <b>Divine Shield</b>, or <b>Taunt</b> at random for each.
62462,Bloodsail Deckhand,WARRIOR, 1, 2, 1, , ,<b>Battlecry:</b> The next weapon you play costs (1) less.
77642,Solid Alibi,MAGE, 2, , , , , Until your next turn, your hero can only take 1 damage at a time.
66860,Focused Will,PRIEST, 1, , , , , <b>Silence</b> a minion, then give it +3 health.
62359,Vanessa VanCleef,ROGUE, 2, 2, 3, , , <b>Combo:</b> Add a copy of the last card your opponent played to your hand.
